2025-03-13 19:00:32,490 - matplotlib.pyplot - DEBUG - Loaded backend tkagg version 8.6.
2025-03-13 19:00:32,580 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,580 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,580 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,580 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,580 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 1189
2025-03-13 19:00:32,588 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,588 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,589 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,589 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,589 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 2994
2025-03-13 19:00:32,628 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,628 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,628 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,628 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,628 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 696
2025-03-13 19:00:32,631 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,631 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,631 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,631 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,631 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 526
2025-03-13 19:00:32,633 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,634 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,634 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,634 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,634 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 499
2025-03-13 19:00:32,636 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,636 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,636 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,636 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,636 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 673
2025-03-13 19:00:32,639 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,639 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,639 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,639 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,639 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 922
2025-03-13 19:00:32,642 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,642 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,642 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,642 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,642 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 568
2025-03-13 19:00:32,644 - PIL.PngImagePlugin - DEBUG - STREAM b'IHDR' 16 13
2025-03-13 19:00:32,644 - PIL.PngImagePlugin - DEBUG - STREAM b'sBIT' 41 4
2025-03-13 19:00:32,644 - PIL.PngImagePlugin - DEBUG - b'sBIT' 41 4 (unknown)
2025-03-13 19:00:32,644 - PIL.PngImagePlugin - DEBUG - STREAM b'pHYs' 57 9
2025-03-13 19:00:32,644 - PIL.PngImagePlugin - DEBUG - STREAM b'IDAT' 78 626
2025-03-13 19:00:32,662 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymBol.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335
2025-03-13 19:00:32,663 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-03-13 19:00:32,664 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\stefa\\miniconda3\\envs\\p_env\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
